attendance,internal_marks,behavior_score,study_hours,final_result,risk_level
88,56,6,1.1,1,Medium
97,66,5,4.8,1,Low
68,54,9,2.5,0,Medium
65,96,6,5.3,0,Medium
57,33,5,0.9,0,High
71,45,1,2.6,0,High
61,48,1,2.3,0,High
77,58,1,6.0,0,High
56,80,7,5.9,0,High
62,47,6,1.5,0,Medium
63,87,5,4.0,0,Medium
89,73,4,3.4,1,Low
47,45,8,1.3,0,High
80,94,8,1.4,1,Low
45,31,5,5.9,0,High
44,85,4,3.0,0,High
83,57,2,1.2,0,High
96,94,7,1.7,1,Low
68,34,5,2.0,0,High
67,51,3,3.3,0,Medium
50,42,9,2.3,0,High
96,94,9,3.0,1,Low
40,45,8,1.4,0,High
82,93,1,2.3,0,High
58,61,3,0.9,0,High
48,80,2,5.4,0,High
66,87,4,1.6,0,Medium
73,75,2,4.7,0,High
83,81,8,2.4,1,Low
43,92,1,3.1,0,High
75,89,4,2.1,1,Low
57,94,5,4.3,0,High
54,84,4,5.1,0,High
90,86,8,2.1,1,Low
52,55,2,1.8,0,High
58,41,9,4.2,0,High
88,75,2,1.6,0,High
45,76,2,4.0,0,High
87,67,2,1.0,0,High
95,50,8,3.9,0,Medium
51,43,3,3.3,0,High
90,31,8,1.1,0,High
76,99,7,4.1,1,Low
56,62,4,3.0,0,High
97,35,7,1.7,0,High
62,66,8,2.4,0,Medium
65,43,6,3.2,0,High
68,66,6,1.0,0,Medium
72,37,3,5.8,0,High
99,42,5,4.2,0,High
66,69,2,1.1,0,High
64,87,5,5.0,0,Medium
95,47,5,2.3,0,Medium
94,86,7,3.8,1,Low
49,67,4,2.0,0,High
86,61,6,4.5,1,Low
62,95,9,4.5,0,Medium
60,54,4,3.5,0,Medium
60,87,6,1.8,0,Medium
82,62,9,1.9,1,Low
52,95,1,2.6,0,High
76,59,8,1.3,1,Medium
72,63,1,2.4,0,High
63,98,4,4.3,0,Medium
83,77,3,5.1,0,Low
50,69,4,2.3,0,High
56,80,7,1.8,0,High
43,42,9,5.1,0,High
86,60,9,5.4,1,Low
64,68,1,2.8,0,High
69,92,1,0.6,0,High
48,77,9,4.3,0,High
60,77,4,4.8,0,Medium
59,90,3,0.6,0,High
58,41,9,3.8,0,High
58,85,5,3.7,0,High
51,47,6,2.6,0,High
76,56,1,4.6,0,High
81,57,1,2.9,0,High
56,81,7,4.2,0,High
76,45,8,3.3,0,Medium
93,87,8,1.9,1,Low
87,38,7,3.8,0,High
78,55,9,4.6,1,Medium
67,57,1,5.9,0,High
80,65,2,2.6,0,High
74,38,3,0.9,0,High
86,76,5,5.9,1,Low
87,80,4,3.9,1,Low
57,86,4,5.7,0,High
53,61,8,1.1,0,High
74,96,8,2.4,1,Medium
83,86,7,1.2,1,Low
80,83,1,5.1,0,High
99,45,4,5.3,0,Medium
46,91,1,3.3,0,High
80,85,5,1.5,1,Low
52,52,3,1.2,0,High
57,46,3,3.7,0,High
76,67,4,3.3,1,Low
52,59,2,4.3,0,High
75,87,7,2.2,1,Low
70,51,4,2.7,0,Medium
41,46,5,0.6,0,High
55,44,2,3.9,0,High
48,77,6,2.8,0,High
48,61,9,5.6,0,High
77,69,8,4.0,1,Low
50,86,8,2.7,0,High
93,87,2,1.9,0,High
95,45,4,5.5,0,Medium
61,57,8,0.6,0,Medium
72,30,1,2.3,0,High
75,70,8,5.7,1,Low
84,77,3,4.1,0,Low
62,60,8,3.4,0,Medium
84,65,6,1.6,1,Low
84,62,7,5.1,1,Low
73,62,2,1.6,0,High
48,52,1,1.9,0,High
63,89,6,1.6,0,Medium
47,59,3,1.4,0,High
46,74,4,5.7,0,High
75,68,9,3.8,1,Low
57,74,3,4.0,0,High
42,41,2,5.7,0,High
67,61,2,1.8,0,High
45,85,2,0.5,0,High
83,53,6,3.8,0,Medium
83,42,2,3.3,0,High
60,49,7,3.1,0,Medium
67,85,7,0.8,0,Medium
79,82,7,3.0,1,Low
93,97,2,2.1,0,High
93,83,7,2.0,1,Low
40,63,8,1.7,0,High
75,57,8,2.3,1,Medium
60,79,2,2.4,0,High
99,31,5,2.2,0,High
82,55,6,5.9,1,Medium
74,80,9,5.6,1,Medium
52,76,6,3.7,0,High
96,55,6,5.9,1,Medium
88,90,6,6.0,1,Low
93,52,9,2.5,0,Medium
93,66,7,2.9,1,Low
49,70,1,5.8,0,High
92,81,1,3.8,0,High
83,78,4,1.7,1,Low
86,56,2,4.3,0,High
92,35,3,1.6,0,High
49,95,7,2.4,0,High
85,53,7,1.8,0,Medium
52,67,3,1.8,0,High
76,57,2,0.5,0,High
77,57,1,5.3,0,High
63,95,9,2.1,0,Medium
41,90,3,1.0,0,High
61,75,9,1.0,0,Medium
56,98,4,3.6,0,High
75,72,6,6.0,1,Low
53,88,7,1.3,0,High
49,31,6,1.0,0,High
74,44,1,2.9,0,High
64,66,6,3.6,0,Medium
42,49,6,2.1,0,High
86,64,5,2.2,1,Low
77,63,3,2.8,0,Low
56,60,3,2.2,0,High
51,48,7,5.5,0,High
93,97,8,0.7,1,Low
91,53,3,1.8,0,Medium
63,68,3,4.9,0,Medium
68,83,7,5.1,0,Medium
82,68,7,1.1,1,Low
64,46,9,5.9,0,Medium
75,48,6,4.3,0,Medium
97,77,7,2.0,1,Low
99,64,1,3.0,0,High
65,61,7,2.1,0,Medium
77,76,2,1.3,0,High
40,76,7,2.1,0,High
59,93,3,3.7,0,High
94,75,9,5.0,1,Low
67,64,5,2.5,0,Medium
55,46,7,2.4,0,High
86,71,8,3.1,1,Low
56,58,2,4.0,0,High
79,99,1,4.6,0,High
67,46,7,2.3,0,Medium
97,43,6,3.7,0,High
51,53,6,2.6,0,High
66,86,2,4.4,0,High
93,79,3,1.4,0,Low
92,86,4,1.9,1,Low
81,90,3,2.8,0,Low
98,68,2,5.4,0,High
86,84,3,3.7,0,Low
69,65,6,5.8,0,Medium
80,66,9,1.1,1,Low
73,43,4,3.0,0,High
76,56,6,2.8,1,Medium
45,60,1,3.8,0,High
46,73,6,5.0,0,High
71,97,3,5.1,0,Medium
71,77,9,4.2,1,Medium
92,86,4,4.0,1,Low
64,51,7,5.7,0,Medium
72,33,4,2.6,0,High
94,75,6,5.1,1,Low
97,88,7,5.6,1,Low
46,63,2,3.2,0,High
91,40,6,4.5,0,High
96,60,8,2.6,1,Low
51,40,6,1.4,0,High
55,85,2,3.7,0,High
55,67,4,1.6,0,High
82,50,1,3.0,0,High
92,39,7,5.3,0,High
75,55,8,1.0,1,Medium
52,37,2,0.7,0,High
46,37,5,3.8,0,High
75,89,8,2.3,1,Low
86,63,8,2.8,1,Low
90,45,5,2.7,0,Medium
48,42,8,1.0,0,High
71,51,6,0.5,0,Medium
50,56,5,5.4,0,High
47,93,4,1.7,0,High
72,31,5,2.8,0,High
62,55,4,5.8,0,Medium
64,98,1,5.0,0,High
95,59,3,1.1,0,Medium
47,37,8,3.3,0,High
84,67,7,4.5,1,Low
61,90,7,4.3,0,Medium
98,94,3,4.7,0,Low
43,96,9,3.0,0,High
79,75,6,1.5,1,Low
42,72,8,3.1,0,High
68,88,8,4.1,0,Medium
80,75,3,3.8,0,Low
68,64,4,0.9,0,Medium
73,68,6,0.9,1,Medium
73,80,2,5.8,0,High
67,33,7,1.3,0,High
52,80,2,2.1,0,High
54,34,5,4.7,0,High
99,84,4,2.8,1,Low
62,49,9,1.5,0,Medium
83,53,2,3.1,0,High
65,65,7,3.6,0,Medium
43,63,7,3.0,0,High
65,83,7,5.6,0,Medium
79,63,1,2.1,0,High
48,46,8,4.1,0,High
94,34,2,1.1,0,High
44,47,5,2.7,0,High
95,84,2,4.6,0,High
71,82,5,1.7,1,Medium
59,79,7,3.7,0,High
89,74,6,1.3,1,Low
50,42,5,1.1,0,High
54,45,4,3.4,0,High
71,42,8,4.2,0,High
67,49,8,1.1,0,Medium
61,95,1,5.5,0,High
80,76,2,1.7,0,High
56,48,3,1.2,0,High
98,74,1,1.6,0,High
65,66,3,1.4,0,Medium
83,83,8,1.0,1,Low
46,35,4,4.9,0,High
81,43,7,3.2,0,High
96,33,7,2.6,0,High
65,84,5,5.7,0,Medium
64,63,1,2.5,0,High
49,56,4,1.4,0,High
98,36,7,2.0,0,High
84,32,5,1.8,0,High
58,76,2,3.2,0,High
50,31,8,2.1,0,High
52,54,2,3.3,0,High
92,89,8,4.2,1,Low
47,53,2,4.8,0,High
79,44,5,4.4,0,High
43,43,4,1.6,0,High
86,83,1,1.1,0,High
70,35,8,3.5,0,High
67,47,3,1.6,0,Medium
50,49,4,1.0,0,High
82,91,4,3.4,1,Low
40,69,5,2.3,0,High
88,68,3,4.7,0,Low
86,81,9,2.2,1,Low
91,61,4,5.9,1,Low
77,56,4,4.7,1,Medium
63,81,6,0.8,0,Medium
93,92,8,3.3,1,Low
99,92,7,3.6,1,Low
96,46,4,4.3,0,Medium
86,78,4,3.2,1,Low
70,52,5,3.2,0,Medium
80,42,5,2.5,0,High
85,52,1,2.0,0,High
89,86,8,5.7,1,Low
65,91,5,2.2,0,Medium
88,83,3,0.8,0,Low
89,49,3,1.4,0,Medium
44,81,4,5.2,0,High
59,52,7,3.7,0,High
91,64,5,4.8,1,Low
80,96,1,4.9,0,High
50,63,5,5.0,0,High
95,62,5,3.5,1,Low
93,75,6,1.5,1,Low
72,74,7,1.3,1,Medium
89,48,5,3.7,0,Medium
77,44,2,2.5,0,High
66,95,2,3.6,0,High
73,68,4,3.2,1,Medium
54,47,1,3.8,0,High
71,99,7,0.7,1,Medium
97,88,1,0.7,0,High
60,61,3,4.5,0,Medium
85,50,7,1.6,0,Medium
44,69,6,4.1,0,High
45,56,7,3.5,0,High
77,31,5,5.9,0,High
61,68,8,5.1,0,Medium
57,85,6,2.8,0,High
53,42,4,3.9,0,High
49,85,1,1.1,0,High
85,95,2,2.6,0,High
52,85,6,4.5,0,High
70,57,4,3.9,1,Medium
69,93,3,3.2,0,Medium
42,93,7,1.5,0,High
69,85,7,4.9,0,Medium
45,70,2,2.0,0,High
68,70,8,5.0,0,Medium
47,33,1,3.9,0,High
83,86,7,2.6,1,Low
84,59,1,0.7,0,High
82,75,3,1.8,0,Low
83,85,3,5.4,0,Low
72,60,2,5.0,0,High
56,36,5,3.7,0,High
87,83,4,3.1,1,Low
50,37,6,4.1,0,High
52,84,2,3.1,0,High
89,98,4,4.0,1,Low
50,73,7,2.2,0,High
70,42,1,5.1,0,High
67,49,3,4.4,0,Medium
83,61,1,2.3,0,High
45,89,2,5.1,0,High
80,79,9,3.2,1,Low
55,56,5,1.5,0,High
43,54,4,0.9,0,High
74,81,4,4.3,1,Medium
99,97,8,5.3,1,Low
87,50,3,4.9,0,Medium
95,47,4,4.1,0,Medium
98,68,2,1.3,0,High
65,44,6,1.0,0,High
96,82,9,2.4,1,Low
51,67,4,5.2,0,High
50,77,6,5.8,0,High
76,81,4,1.8,1,Low
64,57,2,4.7,0,High
57,45,6,3.7,0,High
58,45,7,0.7,0,High
62,64,4,3.5,0,Medium
94,46,7,4.9,0,Medium
77,81,8,2.0,1,Low
93,41,3,5.4,0,High
57,77,2,1.8,0,High
65,51,5,0.9,0,Medium
45,78,2,1.4,0,High
43,81,5,5.1,0,High
83,30,6,2.8,0,High
90,95,8,4.9,1,Low
68,93,6,3.4,0,Medium
98,37,4,3.1,0,High
73,54,3,4.9,0,Medium
56,95,2,2.8,0,High
82,99,1,4.9,0,High
82,80,2,1.1,0,High
92,82,2,4.0,0,High
55,44,5,4.4,0,High
41,79,9,5.4,0,High
73,67,1,1.7,0,High
94,69,4,3.8,1,Low
47,95,7,2.9,0,High
52,68,3,2.6,0,High
81,46,8,1.1,0,Medium
47,36,3,1.2,0,High
69,68,8,5.1,0,Medium
71,97,2,4.6,0,High
75,64,5,2.6,1,Low
86,80,4,5.1,1,Low
69,76,9,0.9,0,Medium
40,65,3,3.9,0,High
82,93,5,5.3,1,Low
78,42,9,5.1,0,High
56,47,6,2.6,0,High
98,50,2,4.6,0,High
59,94,1,2.9,0,High
63,37,1,5.1,0,High
89,77,7,3.4,1,Low
61,72,2,4.7,0,High
68,82,7,0.9,0,Medium
61,56,1,3.7,0,High
83,48,4,3.5,0,Medium
48,52,4,3.9,0,High
76,79,5,4.3,1,Low
49,80,1,5.5,0,High
75,72,7,4.8,1,Low
76,80,2,1.7,0,High
67,98,2,5.0,0,High
67,70,8,1.2,0,Medium
81,40,9,3.9,0,High
82,81,6,5.4,1,Low
60,52,1,1.1,0,High
63,78,1,5.2,0,High
81,67,7,4.9,1,Low
99,76,8,3.3,1,Low
79,36,3,2.2,0,High
41,95,9,2.7,0,High
94,91,4,5.8,1,Low
47,58,4,1.6,0,High
87,67,3,3.7,0,Low
66,62,8,1.0,0,Medium
61,58,9,1.7,0,Medium
76,52,1,4.7,0,High
66,32,2,2.2,0,High
96,74,1,5.9,0,High
68,37,4,3.3,0,High
42,58,7,3.3,0,High
83,31,7,0.7,0,High
52,79,6,5.8,0,High
84,94,5,1.5,1,Low
49,49,4,3.5,0,High
75,81,8,2.7,1,Low
48,66,7,2.8,0,High
93,56,1,4.0,0,High
95,76,6,4.1,1,Low
94,35,2,1.3,0,High
66,89,4,3.2,0,Medium
73,74,5,4.8,1,Medium
90,73,8,2.9,1,Low
40,47,6,1.4,0,High
71,94,2,2.2,0,High
64,54,5,1.7,0,Medium
68,56,5,1.2,0,Medium
46,36,6,2.6,0,High
88,73,1,3.5,0,High
42,58,8,0.9,0,High
59,73,3,3.8,0,High
59,65,5,6.0,0,High
92,48,7,5.8,0,Medium
69,35,3,5.1,0,High
74,54,6,2.0,0,Medium
74,60,5,0.6,1,Medium
88,38,7,5.1,0,High
78,66,3,0.8,0,Low
66,56,2,1.6,0,High
65,42,4,3.5,0,High
53,70,3,1.5,0,High
56,95,4,5.1,0,High
57,53,7,4.8,0,High
84,73,5,4.7,1,Low
91,89,4,5.0,1,Low
68,38,6,1.7,0,High
59,31,7,4.5,0,High
92,85,5,2.5,1,Low
66,59,7,4.2,0,Medium
57,51,3,1.2,0,High
43,42,7,4.4,0,High
40,45,3,5.8,0,High
89,74,6,0.7,1,Low
40,94,8,1.0,0,High
97,40,6,1.2,0,High
65,99,3,2.9,0,Medium
84,49,5,2.1,0,Medium
59,92,9,4.9,0,High
91,41,8,3.1,0,High
62,91,6,3.2,0,Medium
49,71,9,4.4,0,High
98,98,2,2.5,0,High
50,87,9,2.4,0,High
80,34,6,4.7,0,High
80,56,9,4.8,1,Medium
44,57,4,0.6,0,High
97,55,5,1.3,1,Medium
40,78,2,1.7,0,High
56,50,3,2.4,0,High
61,30,1,2.1,0,High
73,87,4,4.2,1,Medium
95,84,2,5.1,0,High
84,55,2,1.6,0,High
80,54,1,3.6,0,High
68,62,2,2.5,0,High
43,98,4,3.3,0,High
44,35,6,3.9,0,High
50,52,7,5.4,0,High
95,59,7,1.6,1,Medium
90,83,7,1.0,1,Low
60,40,4,3.9,0,High
74,60,5,2.7,1,Medium
51,35,3,1.4,0,High
65,40,1,1.1,0,High
90,41,8,3.6,0,High
58,95,7,2.2,0,High
84,82,9,6.0,1,Low
99,65,4,2.7,1,Low
46,46,5,1.7,0,High
86,57,5,4.0,1,Medium
94,51,7,1.8,0,Medium
46,36,9,3.2,0,High
65,44,8,3.2,0,High
79,40,7,3.0,0,High
44,53,1,4.9,0,High
60,96,6,1.7,0,Medium
53,59,9,5.5,0,High
43,99,7,4.9,0,High
62,95,1,2.3,0,High
81,90,9,1.5,1,Low
59,70,3,2.0,0,High
54,80,9,2.3,0,High
89,73,4,3.6,1,Low
91,42,9,0.8,0,High
84,41,8,5.5,0,High
68,38,7,1.0,0,High
47,77,4,2.0,0,High
80,78,9,1.1,1,Low
87,82,4,1.9,1,Low
58,85,1,5.1,0,High
87,69,6,3.9,1,Low
78,53,4,1.8,0,Medium
85,62,3,5.3,0,Low
67,52,5,4.9,0,Medium
85,83,3,4.6,0,Low
96,82,9,5.2,1,Low
66,78,6,3.9,0,Medium
43,78,3,3.3,0,High
97,89,5,2.6,1,Low
54,94,8,1.7,0,High
74,61,8,3.6,1,Medium
76,50,6,5.4,0,Medium
40,47,5,3.8,0,High
42,89,5,5.6,0,High
86,42,1,2.5,0,High
63,53,2,4.3,0,High
66,59,4,4.1,0,Medium
79,31,6,4.2,0,High
75,54,7,4.0,0,Medium
73,79,1,1.7,0,High
68,43,8,1.3,0,High
63,35,1,5.9,0,High
63,59,9,0.7,0,Medium
81,59,4,3.1,1,Medium
43,67,7,2.8,0,High
42,87,6,2.5,0,High
73,70,9,4.8,1,Medium
96,86,2,4.6,0,High
88,65,7,5.5,1,Low
62,93,5,2.7,0,Medium
92,45,7,3.6,0,Medium
95,43,1,5.4,0,High
91,60,9,6.0,1,Low
62,95,1,5.8,0,High
84,97,5,4.4,1,Low
44,94,8,1.3,0,High
70,84,1,0.6,0,High
92,69,7,5.0,1,Low
80,54,2,5.1,0,High
96,54,7,4.6,0,Medium
96,32,7,2.0,0,High
99,98,9,4.0,1,Low
93,55,6,2.2,1,Medium
45,69,4,3.0,0,High
76,67,7,2.6,1,Low
96,67,7,5.5,1,Low
49,97,4,1.8,0,High
79,36,2,3.7,0,High
46,59,9,2.5,0,High
78,48,8,4.1,0,Medium
77,64,5,3.6,1,Low
60,62,5,5.6,0,Medium
59,62,1,1.1,0,High
42,67,9,1.7,0,High
90,39,8,4.7,0,High
61,86,5,2.5,0,Medium
86,57,6,1.4,1,Medium
43,67,8,3.3,0,High
67,45,6,4.1,0,Medium
51,50,4,0.7,0,High
77,35,3,2.1,0,High
90,70,7,5.0,1,Low
75,44,2,3.4,0,High
86,32,7,0.7,0,High
80,72,1,2.1,0,High
44,76,5,4.0,0,High
52,43,9,1.6,0,High
62,95,1,5.1,0,High
97,58,8,4.2,1,Medium
89,33,9,3.1,0,High
69,55,9,5.5,0,Medium
76,41,8,2.7,0,High
64,31,4,1.8,0,High
87,46,7,4.1,0,Medium
66,64,1,3.7,0,High
90,39,7,2.3,0,High
53,72,6,2.4,0,High
96,50,5,2.7,0,Medium
87,44,1,2.1,0,High
98,64,8,4.4,1,Low
86,89,1,4.1,0,High
93,73,1,2.9,0,High
75,34,3,2.7,0,High
78,47,8,2.5,0,Medium
55,50,8,2.1,0,High
95,80,7,1.0,1,Low
61,70,5,2.0,0,Medium
60,53,8,2.3,0,Medium
93,53,2,3.5,0,High
60,67,8,4.8,0,Medium
47,73,2,2.7,0,High
88,86,5,5.7,1,Low
55,88,4,5.1,0,High
98,63,1,5.9,0,High
94,52,5,5.3,0,Medium
70,72,7,3.9,1,Medium
81,69,1,3.8,0,High
49,76,2,1.2,0,High
71,70,9,4.5,1,Medium
98,76,5,3.8,1,Low
73,49,7,3.3,0,Medium
48,94,2,4.3,0,High
56,97,7,2.9,0,High
50,53,7,3.4,0,High
71,65,7,2.7,1,Medium
49,74,5,4.4,0,High
61,31,9,5.3,0,High
96,57,2,5.1,0,High
56,55,4,4.8,0,High
43,52,2,0.6,0,High
87,65,8,5.5,1,Low
91,35,1,2.0,0,High
86,64,9,5.4,1,Low
64,67,5,1.6,0,Medium
98,64,3,2.9,0,Low
60,82,4,4.6,0,Medium
76,67,1,4.0,0,High
77,88,3,2.8,0,Low
88,72,8,4.2,1,Low
40,33,2,3.5,0,High
64,34,2,2.0,0,High
90,97,9,4.1,1,Low
75,74,5,1.6,1,Low
56,54,5,4.3,0,High
80,40,1,0.5,0,High
63,58,6,3.5,0,Medium
41,63,8,2.7,0,High
79,43,6,2.2,0,High
54,53,7,3.3,0,High
71,88,4,4.0,1,Medium
78,68,2,5.8,0,High
98,55,1,5.1,0,High
45,72,6,4.4,0,High
40,65,9,3.1,0,High
86,68,5,2.7,1,Low
62,90,2,0.7,0,High
97,45,1,2.5,0,High
78,88,3,5.2,0,Low
96,35,4,2.6,0,High
56,85,7,3.0,0,High
73,37,9,2.0,0,High
98,56,8,2.0,1,Medium
80,56,9,0.8,1,Medium
68,75,7,3.9,0,Medium
48,70,8,3.0,0,High
52,54,8,3.8,0,High
45,47,1,3.5,0,High
45,41,9,4.9,0,High
59,80,2,4.6,0,High
91,68,7,4.7,1,Low
92,39,5,3.2,0,High
42,83,4,2.4,0,High
56,58,1,5.6,0,High
88,70,1,0.8,0,High
51,38,3,1.3,0,High
87,92,1,2.8,0,High
86,66,8,3.9,1,Low
84,43,3,0.5,0,High
94,68,2,4.5,0,High
40,69,6,3.6,0,High
56,83,4,3.2,0,High
42,32,4,2.8,0,High
65,84,2,3.4,0,High
54,62,2,1.4,0,High
75,48,6,1.1,0,Medium
71,63,5,2.1,1,Medium
71,79,9,4.4,1,Medium
43,76,4,3.7,0,High
57,75,5,3.1,0,High
88,85,1,3.6,0,High
58,86,2,3.6,0,High
82,80,3,2.2,0,Low
91,83,5,1.0,1,Low
74,57,5,5.4,1,Medium
79,48,4,3.8,0,Medium
53,56,3,4.3,0,High
97,77,9,3.1,1,Low
72,48,1,4.7,0,High
53,80,6,3.7,0,High
73,36,7,0.8,0,High
94,58,4,5.4,1,Medium
43,72,3,2.2,0,High
63,98,8,1.3,0,Medium
98,87,9,1.0,1,Low
68,37,1,4.5,0,High
58,71,9,4.4,0,High
45,71,7,4.4,0,High
96,42,1,5.5,0,High
72,55,7,2.4,1,Medium
88,47,5,3.6,0,Medium
79,71,7,3.9,1,Low
58,80,9,5.9,0,High
92,45,8,2.2,0,Medium
40,32,6,5.8,0,High
44,74,2,1.3,0,High
66,51,8,4.7,0,Medium
55,52,4,4.0,0,High
45,88,8,5.0,0,High
79,91,7,0.7,1,Low
52,97,4,0.9,0,High
87,83,8,0.9,1,Low
74,86,2,3.8,0,High
58,52,9,3.8,0,High
51,89,6,5.5,0,High
55,84,7,3.1,0,High
98,92,1,0.9,0,High
82,85,3,1.7,0,Low
49,84,5,0.5,0,High
64,54,7,4.8,0,Medium
59,55,1,5.0,0,High
70,78,9,6.0,1,Medium
43,92,5,2.8,0,High
83,74,3,0.6,0,Low
62,68,7,1.8,0,Medium
41,94,8,3.7,0,High
95,98,3,5.8,0,Low
61,85,7,1.1,0,Medium
90,38,7,1.2,0,High
96,99,4,4.4,1,Low
76,57,9,4.2,1,Medium
47,74,1,1.9,0,High
46,55,1,5.0,0,High
53,57,5,1.2,0,High
95,69,3,5.6,0,Low
94,44,9,1.6,0,High
42,35,5,0.9,0,High
89,56,7,2.4,1,Medium
55,67,1,1.5,0,High
94,97,2,3.4,0,High
58,93,4,4.3,0,High
90,59,9,3.2,1,Medium
57,32,5,4.1,0,High
91,91,5,2.5,1,Low
55,41,9,0.7,0,High
47,59,8,5.9,0,High
99,67,2,5.0,0,High
72,89,7,0.9,1,Medium
88,67,1,3.0,0,High
51,44,9,4.0,0,High
92,47,3,1.5,0,Medium
50,81,2,3.7,0,High
44,58,4,3.4,0,High
66,89,4,1.6,0,Medium
51,50,3,1.3,0,High
56,46,2,4.7,0,High
45,47,5,2.3,0,High
72,86,4,1.8,1,Medium
44,66,5,4.6,0,High
96,89,8,4.5,1,Low
67,67,2,2.0,0,High
53,41,9,5.3,0,High
44,30,1,4.3,0,High
93,87,8,2.4,1,Low
95,32,5,2.9,0,High
98,92,2,4.5,0,High
72,50,8,1.7,0,Medium
89,52,5,3.1,0,Medium
87,38,3,4.1,0,High
80,84,7,3.5,1,Low
58,48,4,3.8,0,High
61,91,6,3.5,0,Medium
44,68,8,1.6,0,High
98,56,1,2.8,0,High
41,75,2,3.4,0,High
69,63,8,4.8,0,Medium
86,62,7,4.1,1,Low
78,79,9,2.8,1,Low
43,49,2,5.9,0,High
72,69,8,1.1,1,Medium
52,87,6,1.6,0,High
59,60,1,2.4,0,High
93,67,4,1.8,1,Low
46,74,2,3.9,0,High
54,70,7,0.7,0,High
62,38,9,1.5,0,High
53,38,6,2.1,0,High
62,92,4,4.3,0,Medium
58,51,5,5.3,0,High
93,45,1,4.9,0,High
68,61,4,1.5,0,Medium
95,95,3,3.6,0,Low
59,43,9,0.7,0,High
68,67,6,2.2,0,Medium
63,37,4,4.9,0,High
57,50,3,3.0,0,High
49,85,4,1.3,0,High
80,75,8,2.9,1,Low
96,72,5,1.6,1,Low
47,75,1,2.7,0,High
65,77,5,3.2,0,Medium
68,99,8,2.4,0,Medium
49,60,4,5.7,0,High
56,62,2,3.6,0,High
41,73,3,5.1,0,High
45,37,9,4.7,0,High
97,31,7,4.1,0,High
44,46,3,3.2,0,High
67,81,5,0.5,0,Medium
80,74,3,3.9,0,Low
44,66,4,2.5,0,High
57,71,8,1.1,0,High
65,73,3,2.9,0,Medium
59,67,3,4.5,0,High
80,35,8,5.8,0,High
88,97,7,2.6,1,Low
66,80,7,3.5,0,Medium
88,64,2,5.2,0,High
51,87,7,2.3,0,High
46,86,3,1.3,0,High
98,35,7,2.1,0,High
42,42,4,5.4,0,High
49,88,8,1.4,0,High
73,59,8,2.3,1,Medium
64,31,6,3.1,0,High
74,87,3,5.2,0,Medium
55,65,6,5.7,0,High
41,74,6,2.8,0,High
99,38,3,5.6,0,High
63,94,4,1.4,0,Medium
49,79,2,1.4,0,High
77,61,1,5.7,0,High
61,72,2,3.3,0,High
65,83,7,1.5,0,Medium
82,76,5,3.2,1,Low
94,43,9,4.8,0,High
78,77,3,5.0,0,Low
66,84,2,5.3,0,High
68,58,4,3.6,0,Medium
86,76,2,5.3,0,High
77,92,7,3.3,1,Low
59,48,6,3.8,0,High
66,38,8,4.7,0,High
80,66,5,2.8,1,Low
93,81,2,0.9,0,High
59,86,4,2.4,0,High
83,57,1,3.9,0,High
58,65,2,1.6,0,High
59,93,4,1.3,0,High
74,47,6,2.1,0,Medium
86,64,4,0.7,1,Low
41,97,4,4.6,0,High
69,68,2,1.9,0,High
92,37,9,1.2,0,High
73,44,8,4.3,0,High
61,36,8,5.1,0,High
42,46,5,0.6,0,High
45,93,3,1.8,0,High
54,41,6,5.7,0,High
66,85,9,2.6,0,Medium
49,75,8,5.7,0,High
48,76,7,2.0,0,High
72,45,8,1.7,0,Medium
71,98,4,1.7,1,Medium
87,31,6,1.0,0,High
45,83,5,5.4,0,High
80,56,2,5.9,0,High
98,60,8,5.7,1,Low
75,70,3,5.2,0,Low
98,65,5,5.2,1,Low
99,76,8,4.1,1,Low
41,72,9,5.0,0,High
68,94,9,1.6,0,Medium
43,79,5,2.6,0,High
40,30,2,4.0,0,High
58,86,7,5.3,0,High
65,45,7,4.1,0,Medium
64,57,8,5.1,0,Medium
49,51,8,3.1,0,High
92,70,5,4.4,1,Low
54,48,1,5.9,0,High
98,79,4,1.3,1,Low
61,88,4,5.6,0,Medium
90,98,3,3.4,0,Low
87,63,8,4.0,1,Low
60,68,3,5.3,0,Medium
98,36,5,2.8,0,High
95,81,2,2.8,0,High
61,89,6,3.4,0,Medium
75,81,6,0.6,1,Low
73,53,8,3.2,0,Medium
69,55,8,2.1,0,Medium
64,39,1,5.6,0,High
84,46,5,1.0,0,Medium
67,31,2,3.0,0,High
40,56,5,5.7,0,High
88,77,9,5.5,1,Low
84,38,4,4.4,0,High
43,52,8,3.7,0,High
46,56,1,2.0,0,High
88,72,8,2.5,1,Low
48,36,6,1.0,0,High
75,92,8,4.8,1,Low
58,73,6,2.3,0,High
40,68,3,4.2,0,High
49,69,8,2.5,0,High
75,36,5,3.1,0,High
48,99,5,3.6,0,High
84,54,7,4.9,0,Medium
85,88,6,1.7,1,Low
81,42,9,2.7,0,High
71,91,7,1.2,1,Medium
71,37,3,0.9,0,High
45,74,5,3.8,0,High
87,47,9,1.5,0,Medium
77,89,2,0.8,0,High
56,89,1,5.4,0,High
49,31,8,3.4,0,High
89,95,8,1.2,1,Low
66,43,2,0.8,0,High
93,77,8,1.2,1,Low
89,85,5,3.1,1,Low
74,41,2,4.2,0,High
91,84,7,4.0,1,Low
98,57,7,1.3,1,Medium
